,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21990,76001,0029001099,"APR 21, 1991",POR @ PHX,L,14,2,7.0,0.286,0.0,0.0,0.0,0,0.0,0.0,1.0,7.0,8.0,0.0,0.0,1.0,1.0,4.0,4,,0
1,21990,76001,0029001091,"APR 19, 1991",POR vs. SAC,W,15,6,7.0,0.857,0.0,0.0,0.0,3,4.0,0.75,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,15,,0
2,21990,76001,0029001068,"APR 16, 1991",POR vs. HOU,W,12,2,5.0,0.4,0.0,0.0,0.0,2,3.0,0.667,2.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,6,,0
3,21990,76001,0029001055,"APR 14, 1991",POR vs. ORL,W,20,3,5.0,0.6,0.0,0.0,0.0,4,4.0,1.0,1.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,10,,0
4,21990,76001,0029001028,"APR 10, 1991",POR @ SAN,W,5,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2,,0
5,21990,76001,0029001006,"APR 07, 1991",POR @ DAL,W,3,1,2.0,0.5,0.0,0.0,0.0,3,4.0,0.75,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,5,,0
6,21990,76001,0029000953,"MAR 30, 1991",POR vs. MIN,W,17,3,6.0,0.5,0.0,0.0,0.0,5,6.0,0.833,1.0,5.0,6.0,0.0,0.0,0.0,1.0,3.0,11,,0
7,21990,76001,0029000929,"MAR 26, 1991",POR vs. SEA,W,3,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,,0
8,21990,76001,0029000913,"MAR 24, 1991",POR vs. CHH,W,8,1,4.0,0.25,0.0,0.0,0.0,2,2.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,3.0,1.0,4,,0
9,21990,76001,0029000883,"MAR 20, 1991",POR @ LAC,W,8,2,2.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,,0
10,21990,76001,0029000874,"MAR 19, 1991",POR @ GOS,L,9,0,1.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0
11,21990,76001,0029000864,"MAR 17, 1991",POR vs. LAC,L,10,1,5.0,0.2,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2,,0
12,21990,76001,0029000848,"MAR 15, 1991",POR @ UTH,W,20,4,6.0,0.667,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,2.0,3.0,8,,0
13,21990,76001,0029000836,"MAR 13, 1991",POR @ PHX,L,3,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2,,0
14,21990,76001,0029000750,"MAR 01, 1991",POR @ PHL,L,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0
15,21990,76001,0029000746,"FEB 28, 1991",POR @ ATL,L,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0
16,21990,76001,0029000704,"FEB 22, 1991",POR vs. PHX,W,4,4,6.0,0.667,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,,0
17,21990,76001,0029000694,"FEB 21, 1991",POR @ DEN,W,2,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,0
18,21990,76001,0029000654,"FEB 15, 1991",POR vs. UTH,W,1,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0
19,21990,76001,0029000633,"FEB 12, 1991",POR vs. PHL,W,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0
20,21990,76001,0029000604,"FEB 04, 1991",POR vs. NJN,W,5,2,6.0,0.333,0.0,0.0,0.0,0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,4,,0
21,21990,76001,0029000588,"FEB 01, 1991",POR vs. GOS,W,2,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,0
22,21990,76001,0029000577,"JAN 31, 1991",POR @ UTH,L,7,1,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,,0
23,21990,76001,0029000549,"JAN 26, 1991",POR vs. SAC,W,5,1,1.0,1.0,0.0,0.0,0.0,1,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3,,0
