,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21981,76003,0028100943,"APR 18, 1982",LAL @ PHX,W,40,14,26.0,0.538,0.0,0.0,,6,7,0.857,2.0,5.0,7.0,1.0,1.0,2.0,0.0,2.0,34,,0
1,21981,76003,0028100931,"APR 16, 1982",LAL vs. GOS,W,30,11,20.0,,0.0,0.0,,4,5,0.8,2.0,4.0,6.0,2.0,0.0,1.0,2.0,1.0,26,,0
2,21981,76003,0028100918,"APR 14, 1982",LAL vs. UTH,W,25,11,18.0,,0.0,0.0,,0,0,0.0,,,7.0,4.0,,0.0,,5.0,22,,0
3,21981,76003,0028100908,"APR 13, 1982",LAL @ GOS,L,34,13,21.0,,0.0,0.0,,1,3,0.333,1.0,9.0,10.0,2.0,1.0,0.0,2.0,4.0,27,,0
4,21981,76003,0028100892,"APR 11, 1982",LAL vs. SEA,W,39,15,24.0,,0.0,0.0,,3,4,0.75,4.0,5.0,9.0,4.0,,4.0,3.0,4.0,33,,0
5,21981,76003,0028100878,"APR 09, 1982",LAL vs. DEN,W,26,9,10.0,,0.0,0.0,,2,2,1.0,0.0,7.0,7.0,4.0,1.0,8.0,2.0,1.0,20,,0
6,21981,76003,0028100859,"APR 06, 1982",LAL @ HOU,W,37,7,14.0,,0.0,0.0,,6,8,0.75,,,3.0,3.0,3.0,5.0,,4.0,20,,0
7,21981,76003,0028100855,"APR 04, 1982",LAL vs. POR,W,33,11,18.0,,0.0,0.0,,2,2,1.0,5.0,2.0,7.0,2.0,1.0,2.0,4.0,4.0,24,,0
8,21981,76003,0028100844,"APR 02, 1982",LAL vs. PHX,L,36,9,17.0,,0.0,0.0,,1,3,0.333,3.0,6.0,9.0,3.0,1.0,3.0,5.0,4.0,19,,0
9,21981,76003,0028100835,"APR 01, 1982",LAL @ SDC,W,33,6,9.0,,0.0,0.0,,4,6,0.667,,,5.0,2.0,,3.0,2.0,2.0,16,,0
10,21981,76003,0028100815,"MAR 30, 1982",LAL vs. SDC,W,25,11,16.0,,0.0,0.0,,6,7,0.857,,,4.0,2.0,,2.0,1.0,1.0,28,,0
11,21981,76003,0028100808,"MAR 28, 1982",LAL @ KCK,W,26,8,11.0,,0.0,0.0,,2,2,1.0,,,2.0,2.0,,1.0,,4.0,18,,0
12,21981,76003,0028100801,"MAR 26, 1982",LAL @ SAN,L,37,11,19.0,,0.0,0.0,,6,8,0.75,,,10.0,3.0,1.0,0.0,,0.0,28,,0
13,21981,76003,0028100779,"MAR 23, 1982",LAL vs. DAL,L,39,10,16.0,,0.0,0.0,,12,17,0.706,,,4.0,1.0,,,3.0,4.0,32,,0
14,21981,76003,0028100766,"MAR 21, 1982",LAL vs. HOU,W,16,6,9.0,,0.0,0.0,,0,1,0.0,,,6.0,4.0,,,,1.0,12,,0
15,21981,76003,0028100755,"MAR 19, 1982",LAL @ DAL,W,39,11,14.0,,0.0,0.0,,1,4,0.25,,,11.0,4.0,,,5.0,4.0,23,,0
16,21981,76003,0028100744,"MAR 17, 1982",LAL @ UTH,W,38,13,20.0,,0.0,0.0,,2,4,0.5,,,9.0,6.0,,2.0,,2.0,28,,0
17,21981,76003,0028100737,"MAR 16, 1982",LAL @ POR,W,38,11,22.0,,0.0,0.0,,2,3,0.667,4.0,4.0,8.0,2.0,1.0,3.0,4.0,4.0,24,,0
18,21981,76003,0028100723,"MAR 14, 1982",LAL vs. DAL,W,29,12,19.0,,0.0,0.0,,4,4,1.0,,,6.0,3.0,,,0.0,2.0,28,,0
