,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
0,0021301229,1610612756,PHX,Phoenix,200782,P.J. Tucker,P.J.,F,,16:41,2.0,0.0,2.0,0.0,7.0,2.0,5.0,18.0,0.0,0.0,0.0,2.0
1,0021301229,1610612756,PHX,Phoenix,101112,Channing Frye,Channing,F,,20:30,0.0,0.0,0.0,0.0,2.0,4.0,8.0,22.0,0.0,0.0,3.0,0.0
2,0021301229,1610612756,PHX,Phoenix,203101,Miles Plumlee,Miles,C,,12:33,0.0,0.0,0.0,2.0,2.0,2.0,9.0,16.0,1.0,1.0,0.0,0.0
3,0021301229,1610612756,PHX,Phoenix,101123,Gerald Green,Gerald,G,,16:41,0.0,0.0,0.0,0.0,7.0,2.0,5.0,18.0,0.0,0.0,0.0,0.0
4,0021301229,1610612756,PHX,Phoenix,202339,Eric Bledsoe,Eric,G,,16:42,1.0,0.0,1.0,0.0,4.0,2.0,11.0,20.0,0.0,1.0,0.0,3.0
5,0021301229,1610612756,PHX,Phoenix,202693,Markieff Morris,Markieff,,,27:54,0.0,0.0,5.0,10.0,11.0,11.0,8.0,28.0,1.0,0.0,1.0,2.0
6,0021301229,1610612756,PHX,Phoenix,203458,Alex Len,Alex,,,16:18,0.0,0.0,0.0,0.0,7.0,2.0,5.0,16.0,1.0,0.0,1.0,0.0
7,0021301229,1610612756,PHX,Phoenix,202397,Ish Smith,Ish,,,27:00,0.0,0.0,0.0,6.0,9.0,13.0,2.0,24.0,1.0,0.0,1.0,0.0
8,0021301229,1610612756,PHX,Phoenix,202694,Marcus Morris Sr.,Marcus,,,31:19,2.0,2.0,9.0,8.0,6.0,15.0,11.0,30.0,0.0,1.0,5.0,4.0
9,0021301229,1610612756,PHX,Phoenix,203462,Archie Goodwin,Archie,,,31:19,10.0,4.0,2.0,20.0,6.0,15.0,11.0,30.0,0.0,0.0,5.0,7.0
10,0021301229,1610612756,PHX,Phoenix,101183,Shavlik Randolph,Shavlik,,,15:34,0.0,0.0,0.0,0.0,4.0,13.0,2.0,12.0,1.0,0.0,4.0,1.0
11,0021301229,1610612756,PHX,Phoenix,202091,Dionte Christmas,Dionte,,,7:29,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,1.0
12,0021301229,1610612756,PHX,Phoenix,201609,Goran Dragic,Goran,,DNP - Coach's Decision,,,,,,,,,,,,,
13,0021301229,1610612758,SAC,Sacramento,200752,Rudy Gay,Rudy,F,,16:07,2.0,0.0,2.0,4.0,3.0,0.0,5.0,8.0,0.0,1.0,1.0,0.0
14,0021301229,1610612758,SAC,Sacramento,202682,Derrick Williams,Derrick,F,,30:34,0.0,0.0,4.0,6.0,5.0,6.0,10.0,22.0,1.0,0.0,1.0,1.0
15,0021301229,1610612758,SAC,Sacramento,201574,Jason Thompson,Jason,C,,21:09,2.0,2.0,0.0,6.0,3.0,0.0,8.0,12.0,1.0,0.0,1.0,0.0
16,0021301229,1610612758,SAC,Sacramento,203463,Ben McLemore,Ben,G,,42:20,5.0,2.0,8.0,6.0,8.0,6.0,12.0,38.0,0.0,0.0,1.0,10.0
17,0021301229,1610612758,SAC,Sacramento,202738,Isaiah Thomas,Isaiah,G,,16:42,2.0,0.0,2.0,2.0,1.0,0.0,6.0,8.0,1.0,0.0,2.0,2.0
18,0021301229,1610612758,SAC,Sacramento,203492,Ray McCallum,Ray,,,31:18,0.0,2.0,0.0,8.0,14.0,6.0,13.0,38.0,0.0,1.0,2.0,2.0
19,0021301229,1610612758,SAC,Sacramento,2566,Travis Outlaw,Travis,,,24:37,0.0,0.0,0.0,6.0,10.0,2.0,12.0,30.0,0.0,1.0,2.0,2.0
20,0021301229,1610612758,SAC,Sacramento,203112,Quincy Acy,Quincy,,,24:42,2.0,7.0,0.0,6.0,12.0,4.0,11.0,32.0,0.0,1.0,3.0,4.0
21,0021301229,1610612758,SAC,Sacramento,203099,Jared Cunningham,Jared,,,6:29,0.0,0.0,0.0,0.0,7.0,2.0,7.0,10.0,0.0,0.0,2.0,0.0
22,0021301229,1610612758,SAC,Sacramento,201189,Aaron Gray,Aaron,,,26:02,0.0,4.0,0.0,4.0,12.0,4.0,11.0,32.0,0.0,1.0,5.0,0.0
23,0021301229,1610612758,SAC,Sacramento,202326,DeMarcus Cousins,DeMarcus,,NWT - League Suspension,,,,,,,,,,,,,
24,0021301229,1610612758,SAC,Sacramento,2501,Reggie Evans,Reggie,,DNP - Coach's Decision,,,,,,,,,,,,,
