,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
0,0020401228,1610612747,LAL,Los Angeles,2756,Sasha Vujacic,Sasha,F,,38:54,0.0,0.0,0.0,0.0,13.0,9.0,13.0,50.0,2.0,0.0,2.0,0.0
1,0020401228,1610612747,LAL,Los Angeles,1908,Jumaine Jones,Jumaine,F,,37:28,0.0,2.0,0.0,6.0,17.0,7.0,10.0,46.0,1.0,0.0,4.0,0.0
2,0020401228,1610612747,LAL,Los Angeles,2036,Chris Mihm,Chris,C,,30:21,0.0,4.0,2.0,10.0,15.0,5.0,10.0,36.0,0.0,0.0,2.0,0.0
3,0020401228,1610612747,LAL,Los Angeles,977,Kobe Bryant,Kobe,G,,37:07,9.0,7.0,3.0,14.0,11.0,9.0,9.0,34.0,0.0,0.0,2.0,0.0
4,0020401228,1610612747,LAL,Los Angeles,1088,Chucky Atkins,Chucky,G,,42:50,2.0,0.0,0.0,4.0,14.0,9.0,12.0,54.0,0.0,0.0,1.0,0.0
5,0020401228,1610612747,LAL,Los Angeles,258,Brian Grant,Brian,,,12:50,2.0,2.0,0.0,0.0,2.0,6.0,3.0,18.0,0.0,0.0,2.0,0.0
6,0020401228,1610612747,LAL,Los Angeles,1904,Devean George,Devean,,,26:38,0.0,0.0,5.0,0.0,11.0,8.0,5.0,30.0,0.0,0.0,4.0,0.0
7,0020401228,1610612747,LAL,Los Angeles,2567,Brian Cook,Brian,,,6:16,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0
8,0020401228,1610612747,LAL,Los Angeles,2098,Slava Medvedenko,Slava,,,7:36,0.0,0.0,0.0,2.0,2.0,0.0,2.0,10.0,0.0,0.0,1.0,0.0
9,0020401228,1610612747,LAL,Los Angeles,2406,Caron Butler,Caron,,NWT - personal reasons,,,,,,,,,,,,,
10,0020401228,1610612747,LAL,Los Angeles,124,Vlade Divac,Vlade,,NWT - league suspension,,,,,,,,,,,,,
11,0020401228,1610612747,LAL,Los Angeles,2575,Luke Walton,Luke,,DNP - Coach's Decision,,,,,,,,,,,,,
12,0020401228,1610612757,POR,Portland,1739,Ruben Patterson,Ruben,F,,29:54,2.0,0.0,0.0,8.0,8.0,10.0,10.0,32.0,0.0,0.0,4.0,0.0
13,0020401228,1610612757,POR,Portland,2032,Darius Miles,Darius,F,,22:19,0.0,0.0,0.0,0.0,4.0,10.0,3.0,20.0,0.0,1.0,2.0,0.0
14,0020401228,1610612757,POR,Portland,949,Shareef Abdur-Rahim,Shareef,C,,26:19,0.0,0.0,2.0,8.0,1.0,8.0,10.0,30.0,0.0,0.0,3.0,0.0
15,0020401228,1610612757,POR,Portland,757,Damon Stoudamire,Damon,G,,25:40,2.0,0.0,4.0,6.0,4.0,10.0,8.0,28.0,0.0,0.0,1.0,0.0
16,0020401228,1610612757,POR,Portland,2742,Sebastian Telfair,Sebastian,G,,42:30,6.0,3.0,2.0,8.0,9.0,11.0,10.0,34.0,0.0,1.0,0.0,0.0
17,0020401228,1610612757,POR,Portland,2775,Ha Ha,Ha,,,23:33,5.0,4.0,0.0,12.0,12.0,9.0,5.0,12.0,0.0,0.0,4.0,0.0
18,0020401228,1610612757,POR,Portland,2566,Travis Outlaw,Travis,,,27:15,0.0,2.0,3.0,8.0,11.0,7.0,2.0,12.0,0.0,1.0,3.0,0.0
19,0020401228,1610612757,POR,Portland,2751,Viktor Khryapa,Viktor,,,21:42,2.0,2.0,2.0,6.0,9.0,5.0,0.0,4.0,0.0,0.0,5.0,0.0
20,0020401228,1610612757,POR,Portland,2499,Richie Frahm,Richie,,,20:48,0.0,0.0,0.0,0.0,7.0,5.0,2.0,8.0,0.0,0.0,1.0,0.0
21,0020401228,1610612757,POR,Portland,1507,Derek Anderson,Derek,,DNP - Coach's Decision,,,,,,,,,,,,,
22,0020401228,1610612757,POR,Portland,2038,Joel Przybilla,Joel,,DNP - Coach's Decision,,,,,,,,,,,,,
23,0020401228,1610612757,POR,Portland,689,Theo Ratliff,Theo,,DND - sore right shoulder,,,,,,,,,,,,,
0,0020401216,1610612757,POR,Portland,1739,Ruben Patterson,Ruben,F,,33:28,0.0,4.0,4.0,10.0,13.0,12.0,23.0,44.0,0.0,1.0,3.0,0.0
