,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
0,0020100846,1610612742,DAL,Dallas,2059,Eduardo Najera,Eduardo,F,,28:56,4.0,3.0,4.0,8.0,2.0,15.0,2.0,18.0,0.0,0.0,4.0,0.0
1,0020100846,1610612742,DAL,Dallas,1717,Dirk Nowitzki,Dirk,F,,45:26,1.0,5.0,0.0,6.0,6.0,11.0,6.0,28.0,0.0,1.0,5.0,0.0
2,0020100846,1610612742,DAL,Dallas,1711,Raef LaFrentz,Raef,C,,26:11,0.0,0.0,0.0,0.0,2.0,5.0,2.0,16.0,5.0,0.0,6.0,0.0
3,0020100846,1610612742,DAL,Dallas,714,Michael Finley,Michael,G,,50:03,0.0,0.0,8.0,18.0,4.0,17.0,6.0,30.0,0.0,2.0,2.0,0.0
4,0020100846,1610612742,DAL,Dallas,959,Steve Nash,Steve,G,,41:12,0.0,2.0,6.0,2.0,4.0,12.0,2.0,22.0,0.0,1.0,3.0,0.0
5,0020100846,1610612742,DAL,Dallas,1917,Wang Zhi-zhi,Wang,,,8:30,1.0,1.0,2.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0
6,0020100846,1610612742,DAL,Dallas,89,Nick Van Exel,Nick,,,42:32,3.0,2.0,10.0,14.0,6.0,13.0,6.0,30.0,0.0,0.0,2.0,0.0
7,0020100846,1610612742,DAL,Dallas,271,Johnny Newman,Johnny,,,14:27,0.0,0.0,0.0,0.0,4.0,5.0,4.0,12.0,0.0,0.0,1.0,0.0
8,0020100846,1610612742,DAL,Dallas,330,Danny Manning,Danny,,,5:58,0.0,0.0,0.0,0.0,2.0,5.0,2.0,8.0,1.0,1.0,1.0,0.0
9,0020100846,1610612742,DAL,Dallas,1505,Tariq Abdul-Wahad,Tariq,,,1:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
10,0020100846,1610612742,DAL,Dallas,1915,Evan Eschmeyer,Evan,,DNP - Coach's Decision,,,,,,,,,,,,,
11,0020100846,1610612742,DAL,Dallas,422,Avery Johnson,Avery,,DNP - Coach's Decision,,,,,,,,,,,,,
12,0020100846,1610612743,DEN,Denver,436,Juwan Howard,Juwan,F,,50:29,0.0,4.0,0.0,10.0,9.0,13.0,30.0,50.0,0.0,3.0,5.0,0.0
13,0020100846,1610612743,DEN,Denver,384,Calbert Cheaney,Calbert,F,,26:19,0.0,0.0,2.0,6.0,4.0,12.0,14.0,26.0,1.0,0.0,0.0,0.0
14,0020100846,1610612743,DEN,Denver,686,Antonio McDyess,Antonio,C,,24:51,0.0,2.0,2.0,4.0,5.0,5.0,14.0,28.0,1.0,1.0,2.0,0.0
15,0020100846,1610612743,DEN,Denver,702,Voshon Lenard,Voshon,G,,19:42,0.0,2.0,0.0,2.0,3.0,10.0,15.0,22.0,0.0,0.0,1.0,0.0
16,0020100846,1610612743,DEN,Denver,896,Tim Hardaway,Tim,G,,36:08,2.0,0.0,0.0,2.0,7.0,13.0,22.0,36.0,0.0,0.0,3.0,0.0
17,0020100846,1610612743,DEN,Denver,2051,Donnell Harvey,Donnell,,,28:13,2.0,1.0,0.0,6.0,3.0,5.0,14.0,22.0,0.0,0.0,5.0,0.0
18,0020100846,1610612743,DEN,Denver,1763,Ryan Bowen,Ryan,,,31:34,0.0,0.0,0.0,2.0,6.0,3.0,15.0,28.0,3.0,1.0,1.0,0.0
19,0020100846,1610612743,DEN,Denver,45,George McCloud,George,,,32:53,2.0,8.0,2.0,2.0,5.0,1.0,16.0,30.0,0.0,1.0,4.0,0.0
20,0020100846,1610612743,DEN,Denver,1899,James Posey,James,,,12:25,0.0,0.0,0.0,0.0,2.0,0.0,8.0,14.0,0.0,0.0,4.0,0.0
21,0020100846,1610612743,DEN,Denver,2370,Mengke Bateer,Mengke,,,2:28,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0
22,0020100846,1610612743,DEN,Denver,1985,Zendon Hamilton,Zendon,,DNP - Coach's Decision,,,,,,,,,,,,,
23,0020100846,1610612743,DEN,Denver,2261,Kenny Satterfield,Kenny,,DNP - Coach's Decision,,,,,,,,,,,,,
0,0020100834,1610612748,MIA,Miami,383,Kendall Gill,Kendall,F,,23:24,0.0,0.0,0.0,2.0,4.0,0.0,4.0,14.0,1.0,0.0,1.0,0.0
1,0020100834,1610612748,MIA,Miami,258,Brian Grant,Brian,F,,29:50,5.0,2.0,3.0,6.0,8.0,2.0,4.0,14.0,0.0,2.0,2.0,0.0
2,0020100834,1610612748,MIA,Miami,297,Alonzo Mourning,Alonzo,C,,30:08,6.0,2.0,2.0,18.0,8.0,2.0,7.0,16.0,3.0,2.0,6.0,0.0
3,0020100834,1610612748,MIA,Miami,393,Rod Strickland,Rod,G,,32:35,1.0,2.0,2.0,6.0,12.0,4.0,9.0,22.0,0.0,0.0,1.0,0.0
4,0020100834,1610612748,MIA,Miami,224,Eddie Jones,Eddie,G,,39:42,0.0,3.0,2.0,6.0,14.0,2.0,11.0,22.0,0.0,0.0,1.0,0.0
5,0020100834,1610612748,MIA,Miami,423,Chris Gatling,Chris,,,18:56,2.0,4.0,0.0,10.0,14.0,2.0,6.0,18.0,1.0,0.0,3.0,0.0
6,0020100834,1610612748,MIA,Miami,1853,Anthony Carter,Anthony,,,19:59,0.0,0.0,0.0,0.0,11.0,2.0,8.0,12.0,0.0,0.0,2.0,0.0
7,0020100834,1610612748,MIA,Miami,754,Jim Jackson,Jim,,,27:24,2.0,4.0,0.0,2.0,19.0,4.0,10.0,18.0,1.0,0.0,3.0,0.0
8,0020100834,1610612748,MIA,Miami,1735,Vladimir Stepania,Vladimir,,,12:08,0.0,0.0,0.0,2.0,6.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0
9,0020100834,1610612748,MIA,Miami,2229,Mike James,Mike,,,2:06,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
10,0020100834,1610612748,MIA,Miami,1752,Sean Marks,Sean,,,1:54,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0
11,0020100834,1610612748,MIA,Miami,2124,Malik Allen,Malik,,,1:54,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
