,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
0,0020901216,1610612743,DEN,Denver,2546,Carmelo Anthony,Carmelo,F,,39:12,6.0,4.0,4.0,18.0,9.0,8.0,18.0,36.0,0.0,3.0,4.0,8.0
1,0020901216,1610612743,DEN,Denver,2030,Kenyon Martin,Kenyon,F,,18:56,2.0,0.0,0.0,4.0,9.0,8.0,12.0,22.0,1.0,0.0,3.0,0.0
2,0020901216,1610612743,DEN,Denver,2403,Nene,ene,C,,18:59,0.0,4.0,0.0,8.0,3.0,0.0,8.0,14.0,0.0,2.0,3.0,3.0
3,0020901216,1610612743,DEN,Denver,201167,Arron Afflalo,Arron,G,,29:34,1.0,2.0,1.0,4.0,10.0,8.0,11.0,34.0,2.0,0.0,3.0,2.0
4,0020901216,1610612743,DEN,Denver,1497,Chauncey Billups,Chauncey,G,,33:12,3.0,0.0,3.0,8.0,9.0,8.0,15.0,34.0,0.0,0.0,0.0,5.0
5,0020901216,1610612743,DEN,Denver,2365,Chris Andersen,Chris,,,11:58,1.0,1.0,0.0,2.0,4.0,4.0,3.0,10.0,0.0,0.0,3.0,2.0
6,0020901216,1610612743,DEN,Denver,2747,JR Smith,JR,,,20:06,0.0,0.0,0.0,0.0,2.0,4.0,9.0,16.0,0.0,0.0,3.0,0.0
7,0020901216,1610612743,DEN,Denver,201951,Ty Lawson,Ty,,,25:13,0.0,3.0,0.0,8.0,5.0,4.0,9.0,22.0,0.0,0.0,2.0,2.0
8,0020901216,1610612743,DEN,Denver,1853,Anthony Carter,Anthony,,,15:50,2.0,0.0,4.0,4.0,3.0,2.0,6.0,14.0,1.0,0.0,3.0,0.0
9,0020901216,1610612743,DEN,Denver,2124,Malik Allen,Malik,,,5:36,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0
