,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD
0,0020700095,1610612758,SAC,Sacramento,2422,John Salmons,John,F,,35:18,3.0,2.0,0.0,6.0,16.0,15.0,11.0,36.0,0.0,1.0,5.0,3.0
1,0020700095,1610612758,SAC,Sacramento,1903,Kenny Thomas,Kenny,F,,24:36,0.0,0.0,0.0,0.0,12.0,12.0,5.0,22.0,0.0,1.0,3.0,2.0
2,0020700095,1610612758,SAC,Sacramento,1630,Mikki Moore,Mikki,C,,35:25,2.0,2.0,0.0,4.0,27.0,17.0,12.0,34.0,0.0,1.0,5.0,2.0
3,0020700095,1610612758,SAC,Sacramento,2755,Kevin Martin,Kevin,G,,37:58,5.0,3.0,2.0,2.0,15.0,22.0,11.0,36.0,1.0,1.0,3.0,5.0
4,0020700095,1610612758,SAC,Sacramento,101128,Francisco Garcia,Francisco,G,,36:49,6.0,2.0,3.0,8.0,14.0,20.0,12.0,36.0,0.0,1.0,3.0,4.0
5,0020700095,1610612758,SAC,Sacramento,949,Shareef Abdur-Rahim,Shareef,,,6:41,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,1.0,1.0,0.0
6,0020700095,1610612758,SAC,Sacramento,2757,Beno Udrih,Beno,,,29:28,2.0,0.0,3.0,6.0,20.0,20.0,11.0,32.0,0.0,0.0,0.0,3.0
7,0020700095,1610612758,SAC,Sacramento,201150,Spencer Hawes,Spencer,,,12:28,0.0,2.0,0.0,2.0,8.0,8.0,11.0,20.0,0.0,0.0,3.0,0.0
8,0020700095,1610612758,SAC,Sacramento,200763,Quincy Douby,Quincy,,,14:13,0.0,0.0,0.0,2.0,16.0,4.0,5.0,16.0,0.0,0.0,3.0,0.0
9,0020700095,1610612758,SAC,Sacramento,201208,Darryl Watkins,Darryl,,,4:04,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0020700095,1610612758,SAC,Sacramento,101158,Orien Greene,Orien,,,3:00,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
