"Team","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events"
"Padres","27","30","23","3.30","411","0","0","0","47","","512.2","2140","398","211","188","46","207","34","24","24","4","497","","","","","","","","","","","","8.72","3.63","2.40","6.99","0.81",".208","1.18",".258","74.0%","3.75","","","","","","","","","","","54.0","508.7","54.0","5.4","","","","7.69","-38.21","45.91","43.31","4.78","1.24","1.24","1.32","1.38","255","5.77","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126","63","83","88","","23.2%","9.7%","","","-0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0","4.3","-1.7","2.6","23 - 35","13.6%","","","","","","","3.88","35.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","109","117","77","82","81","86","88","105","133","113","","","","","","","","","","","","","","","","","","0"
"Dodgers","29","23","27","3.41","383","0","0","0","50","","446.0","1920","427","198","169","33","177","33","13","14","8","424","","","","","","","","","","","","8.56","3.57","2.40","8.62","0.67",".247","1.35",".310","73.4%","3.51","","","","","","","","","","","52.2","443.9","52.2","5.2","","","","0.45","-38.45","38.90","-5.45","-0.04","1.21","1.18","1.27","1.37","227","1.50","-1.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","59","88","84","","22.1%","9.2%","","","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","-1.9","0.3","-1.6","23 - 38","12.9%","","","","","","","3.96","33.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126","107","118","95","68","96","98","105","104","127","108","","","","","","","","","","","","","","","","","","0"
"Cardinals","31","22","24","3.47","413","0","0","0","43","","436.0","1860","409","186","168","39","155","21","14","18","3","337","","","","","","","","","","","","6.96","3.20","2.17","8.44","0.81",".242","1.29",".281","74.9%","3.95","","","","","","","","","","","31.3","433.9","31.3","3.1","","","","1.97","-36.72","38.68","36.29","3.61","1.19","1.22","1.30","1.40","264","3.52","-1.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","67","83","92","","18.1%","8.3%","","","-0.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","1.3","1.6","2.9","24 - 42","9.8%","","","","","","","4.33","28.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103","96","106","93","82","94","94","96","106","104","97","","","","","","","","","","","","","","","","","","0"
"Expos","27","32","21","3.53","433","0","0","0","43","","508.0","2150","438","218","199","46","193","19","27","19","3","447","","","","","","","","","","","","7.92","3.42","2.32","7.76","0.81",".227","1.24",".273","74.1%","3.89","","","","","","","","","","","37.4","504.5","37.4","3.7","","","","3.57","-35.75","39.32","39.72","4.15","1.03","1.07","1.16","1.22","282","4.00","-0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","77","84","92","","20.8%","9.0%","","","-0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","2.4","0.1","2.5","22 - 34","11.8%","","","","","","","4.09","31.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","103","113","86","83","88","90","93","105","119","105","","","","","","","","","","","","","","","","","","0"
"Cubs","29","22","25","3.60","438","0","0","0","34","","507.1","2178","453","222","203","46","239","36","18","20","5","385","","","","","","","","","","","","6.83","4.24","1.61","8.04","0.82",".236","1.36",".273","75.6%","4.35","","","","","","","","","","","19.0","505.0","19.0","1.9","","","","2.11","-36.91","39.02","38.75","3.70","1.04","1.11","1.19","1.27","286","2.91","-0.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","62","85","100","","17.7%","11.0%","","","-0.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8","2.5","2.4","4.9","22 - 39","6.7%","","","","","","","4.70","30.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","127","79","89","83","92","99","93","107","101","128","","","","","","","","","","","","","","","","","","0"
"Braves","27","26","18","3.72","408","0","0","0","46","","442.1","1876","411","202","183","40","159","33","10","17","3","394","","","","","","","","","","","","8.02","3.24","2.48","8.36","0.81",".241","1.29",".291","72.1%","3.71","","","","","","","","","","","49.5","438.6","49.5","5.0","","","","6.02","-32.61","38.63","20.83","2.59","1.18","1.20","1.22","1.26","260","2.11","3.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","64","87","85","","21.0%","8.5%","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","0.2","-0.6","-0.5","23 - 36","12.5%","","","","","","","4.00","31.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","97","122","92","83","94","94","99","102","121","99","","","","","","","","","","","","","","","","","","0"
"Indians","27","30","20","3.82","382","0","0","0","46","","467.0","1981","440","219","198","50","183","28","13","21","2","402","","","","","","","","","","","","7.75","3.53","2.20","8.48","0.96",".246","1.33",".293","73.7%","4.10","","","","","","","","","","","64.9","462.1","64.9","6.0","","","","8.20","-34.17","42.37","57.02","4.96","1.15","1.18","1.33","1.35","234","5.77","1.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","59","76","84","","20.3%","9.2%","","","-0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","0.6","1.8","2.4","22 - 35","11.1%","","","","","","","4.18","32.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124","92","134","87","79","90","89","97","106","130","96","","","","","","","","","","","","","","","","","","0"
"Mets","28","22","28","3.85","335","0","0","0","41","","432.0","1924","457","220","185","41","203","34","9","25","4","329","","","","","","","","","","","","6.85","4.23","1.62","9.52","0.85",".267","1.53",".310","73.4%","4.35","","","","","","","","","","","10.7","429.2","10.7","1.1","","","","-4.92","-38.77","33.85","-17.54","-1.95","1.10","1.07","1.20","1.29","183","-1.35","-3.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","70","94","103","","17.1%","10.6%","","","-0.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","-2.0","2.2","0.2","24 - 35","6.6%","","","","","","","4.72","29.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101","127","80","105","87","104","111","106","104","98","123","","","","","","","","","","","","","","","","","","0"
"Phillies","27","23","24","3.90","387","0","0","0","42","","489.1","2105","471","245","212","47","206","28","8","29","3","401","","","","","","","","","","","","7.38","3.79","1.95","8.66","0.86",".249","1.38",".294","71.1%","4.09","","","","","","","","","","","27.9","486.3","27.9","2.8","","","","-0.46","-33.74","33.28","-14.16","-1.58","0.93","1.00","1.13","1.13","237","-1.97","1.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","72","91","95","","19.1%","9.8%","","","-0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","-0.1","0.8","0.7","21 - 34","9.3%","","","","","","","4.39","31.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","114","95","96","88","97","101","100","101","109","114","","","","","","","","","","","","","","","","","","0"
"Reds","29","26","23","3.96","425","0","0","0","52","","520.1","2291","508","252","229","58","251","41","19","30","2","431","","","","","","","","","","","","7.45","4.34","1.72","8.79","1.00",".251","1.46",".294","75.5%","4.52","","","","","","","","","","","9.2","516.6","9.2","1.0","","","","1.83","-43.21","45.04","12.16","1.25","1.15","1.10","1.18","1.19","269","0.53","1.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","84","94","104","","18.8%","11.0%","","","-0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","-0.1","3.5","3.4","24 - 38","7.9%","","","","","","","4.56","32.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","130","84","97","102","98","106","100","107","108","128","","","","","","","","","","","","","","","","","","0"
